Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [336] DiskManager::create_file(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [139] TabCol::TabCol(TabCol const&) [355] std::_Sp_counted_ptr_inplace<ast::CreateTable, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [337] DiskManager::get_file_name[abi:cxx11](int) [135] TabCol::~TabCol() [356] std::_Sp_counted_ptr_inplace<ast::CreateTable, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [348] DiskManager::get_file_size(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [9] Analyze::do_analyze(std::shared_ptr<ast::TreeNode>) [153] std::_Sp_counted_ptr_inplace<ast::Col, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [373] DiskManager::read_log(char*, int, int) [93] Analyze::get_clause(std::vector<std::shared_ptr<ast::BinaryExpr>, std::allocator<std::shared_ptr<ast::BinaryExpr> > > const&, std::vector<Condition, std::allocator<Condition> >&) [154] std::_Sp_counted_ptr_inplace<ast::Col, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [324] DiskManager::open_file(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [260] Analyze::check_clause(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::vector<Condition, std::allocator<Condition> >&) [317] std::_Sp_counted_ptr_inplace<ast::ColDef, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [328] DiskManager::read_page(int, int, char*, int) [237] Analyze::check_column(std::vector<ColMeta, std::allocator<ColMeta> > const&, TabCol) [318] std::_Sp_counted_ptr_inplace<ast::ColDef, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [284] DiskManager::write_log(char*, int) [261] Analyze::get_all_cols(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::vector<ColMeta, std::allocator<ColMeta> >&) [160] std::_Sp_counted_ptr_inplace<ast::IntLit, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [374] DiskManager::DiskManager() [10] Analyze::analyze_select(std::shared_ptr<ast::SelectStmt> const&, std::shared_ptr<Query>) [161] std::_Sp_counted_ptr_inplace<ast::IntLit, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  [28] LRUReplacer::pin(int)  [95] Analyze::convert_sv_value(std::shared_ptr<ast::Value> const&) [319] std::_Sp_counted_ptr_inplace<ast::TypeLen, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [148] LRUReplacer::unpin(int) [21] Planner::do_planner(std::shared_ptr<Query>, Context*) [320] std::_Sp_counted_ptr_inplace<ast::TypeLen, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [330] LRUReplacer::LRUReplacer(unsigned long) [36] Planner::make_one_rel(std::shared_ptr<Query>, Context*) [297] std::_Sp_counted_ptr_inplace<ast::FloatLit, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [321] LRUReplacer::~LRUReplacer() [32] Planner::get_index_cols(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<Condition, std::allocator<Condition> > const&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [298] std::_Sp_counted_ptr_inplace<ast::FloatLit, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [244] LockManager::lock_IX_on_table(Transaction*, int) [212] Planner::generate_sort_plan(std::shared_ptr<Query>, std::shared_ptr<Plan>) [213] std::_Sp_counted_ptr_inplace<ast::TableRef, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  [59] LockManager::lock_shared_on_record(Transaction*, Rid const&, int) [33] Planner::generate_select_plan(std::shared_ptr<Query>, Context*) [214] std::_Sp_counted_ptr_inplace<ast::TableRef, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [218] LockManager::lock_exclusive_on_record(Transaction*, Rid const&, int) [34] Planner::physical_optimization(std::shared_ptr<Query>, Context*) [299] std::_Sp_counted_ptr_inplace<ast::TxnBegin, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [143] LockManager::lock(Transaction*, LockDataId, LockManager::LockMode) [44] Planner::build_source_scan_plan(QuerySource const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<Condition, std::allocator<Condition> >, Context*, bool, TabCol const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [300] std::_Sp_counted_ptr_inplace<ast::TxnBegin, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [138] LockManager::unlock(Transaction*, LockDataId) [262] TabMeta::get_col(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [270] std::_Sp_counted_ptr_inplace<ast::SetClause, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [219] Transaction::append_write_record(WriteRecord*) [94] ScanPlan::ScanPlan(PlanTag, SmManager*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Condition, std::allocator<Condition> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [271] std::_Sp_counted_ptr_inplace<ast::SetClause, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [275] Transaction::Transaction(long, IsolationLevel) [180] Condition::Condition(Condition const&) [252] std::_Sp_counted_ptr_inplace<ast::StringLit, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [108] Transaction::~Transaction() [201] Condition::Condition(Condition&&) [253] std::_Sp_counted_ptr_inplace<ast::StringLit, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [220] WriteRecord::WriteRecord(WType, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, Rid const&, RmRecord const&) [115] Condition::~Condition() [302] std::_Sp_counted_ptr_inplace<ast::TxnCommit, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [241] IxNodeHandle::insert_pairs(int, char const*, Rid const*, int) [332] IxFileHdr::serialize(char*) [301] std::_Sp_counted_ptr_inplace<ast::TxnCommit, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  [85] RmFileHandle::insert_record(char*, Context*) [363] IxManager::create_index(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<ColMeta, std::allocator<ColMeta> > const&) [277] std::_Sp_counted_ptr_inplace<std::unordered_set<LockDataId, std::hash<LockDataId>, std::equal_to<LockDataId>, std::allocator<LockDataId> >, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  [90] RmFileHandle::update_record(Rid const&, char*, Context*) [17] Optimizer::plan_query(std::shared_ptr<Query>, Context*) [278] std::_Sp_counted_ptr_inplace<std::unordered_set<LockDataId, std::hash<LockDataId>, std::equal_to<LockDataId>, std::allocator<LockDataId> >, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [358] RmFileHandle::flush_file_hdr() [3] QlManager::select_from(std::unique_ptr<AbstractExecutor, std::default_delete<AbstractExecutor> >, std::vector<TabCol, std::allocator<TabCol> >, Context*) [279] std::_Sp_counted_ptr_inplace<std::deque<WriteRecord*, std::allocator<WriteRecord*> >, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [349] RmFileHandle::get_shared_state(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [52] QlManager::run_cmd_utility(std::shared_ptr<Plan>, long*, Context*) [280] std::_Sp_counted_ptr_inplace<std::deque<WriteRecord*, std::allocator<WriteRecord*> >, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [359] RmFileHandle::reset_data_pages() [102] QlManager::run_mutli_query(std::shared_ptr<Plan>, Context*) [255] std::_Sp_counted_ptr_inplace<std::deque<Page*, std::allocator<Page*> >, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [350] RmFileHandle::load_memory_records() [20] QlManager::run_dml(std::unique_ptr<AbstractExecutor, std::default_delete<AbstractExecutor> >) [256] std::_Sp_counted_ptr_inplace<std::deque<Page*, std::allocator<Page*> >, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [122] RmFileHandle::reserve_memory_records(unsigned long) [338] SmManager::flush_meta() [49] std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [312] RmFileHandle::remove_page_from_free_list(RmPageHandle&) [100] SmManager::load_table(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Context*) [281] std::mutex::lock()
 [120] RmFileHandle::create_new_page_handle_unlocked() [307] SmManager::show_index(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Context*) [178] void std::vector<SelectTerm, std::allocator<SelectTerm> >::_M_realloc_append<SelectTerm const&>(SelectTerm const&)
 [141] RmFileHandle::GetFd() [104] SmManager::create_index(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, Context*) [215] void std::vector<QuerySource, std::allocator<QuerySource> >::_M_realloc_append<QuerySource>(QuerySource&&)
 [273] (anonymous namespace)::make_index_key(RmRecord const&, IndexMeta const&) (transaction_manager.cpp) [103] SmManager::create_table(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<ColDef, std::allocator<ColDef> > const&, Context*) [197] void std::vector<Rid, std::allocator<Rid> >::_M_realloc_append<Rid const&>(Rid const&)
 [121] IxIndexHandle::create_node() [381] SmManager::is_dir(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [60] std::vector<Value, std::allocator<Value> >::~vector()
  [22] IxIndexHandle::lower_bound(char const*) [382] SmManager::drop_db(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [323] std::vector<ColDef, std::allocator<ColDef> >::~vector()
  [45] IxIndexHandle::upper_bound(char const*) [383] SmManager::open_db(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [179] void std::vector<TabCol, std::allocator<TabCol> >::_M_realloc_append<TabCol const&>(TabCol const&)
  [80] IxIndexHandle::insert_entry(char const*, Rid const&, Transaction*) [78] SmManager::close_db() [142] std::vector<TabCol, std::allocator<TabCol> >::~vector()
 [360] IxIndexHandle::maintain_parent(IxNodeHandle*) [384] SmManager::create_db(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [158] void std::vector<ColMeta, std::allocator<ColMeta> >::_M_realloc_append<ColMeta const&>(ColMeta const&)
 [112] IxIndexHandle::insert_into_parent(IxNodeHandle*, char const*, IxNodeHandle*, Transaction*) [346] Watermark::GetWatermark() [165] std::vector<ColMeta, std::allocator<ColMeta> >::~vector()
 [111] IxIndexHandle::split(IxNodeHandle*) [63] IxNodeHandle::lower_bound(char const*) const [119] void std::vector<Condition, std::allocator<Condition> >::_M_realloc_append<Condition const&>(Condition const&)
 [361] IxIndexHandle::IxIndexHandle(DiskManager*, BufferPoolManager*, int) [25] IxNodeHandle::upper_bound(char const*) const [198] std::vector<Condition, std::allocator<Condition> >::_M_erase(__gnu_cxx::__normal_iterator<Condition*, std::vector<Condition, std::allocator<Condition> > >)
  [31] InsertExecutor::Next() [58] RmFileHandle::get_record(Rid const&, Context*) const [195] std::vector<Condition, std::allocator<Condition> >::vector(std::vector<Condition, std::allocator<Condition> > const&)
 [245] InsertExecutor::~InsertExecutor() [42] RmFileHandle::snapshot_rids() const [55] std::vector<Condition, std::allocator<Condition> >::~vector()
  [46] UpdateExecutor::Next() [306] RmFileHandle::ensure_open_locked() const [366] void std::vector<IndexMeta, std::allocator<IndexMeta> >::_M_realloc_append<IndexMeta const&>(IndexMeta const&)
 [107] UpdateExecutor::~UpdateExecutor() [352] RmFileHandle::detach_shared_state() const [74] void std::vector<SetClause, std::allocator<SetClause> >::_M_realloc_append<SetClause const&>(SetClause const&)
 [375] RecoveryManager::checkpoint_offset() [81] RmFileHandle::fetch_page_handle_unlocked(int) const [145] std::vector<SetClause, std::allocator<SetClause> >::~vector()
 [376] RecoveryManager::redo() [51] IxIndexHandle::fetch_node(int) const [162] void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_append<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [377] RecoveryManager::undo() [35] IxIndexHandle::get_rid(Iid const&) const [347] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [371] RecoveryManager::analyze() [243] InsertLogRecord::serialize(char*) const [367] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&)
 [378] RecoveryManager::load_logs() [263] SeqScanExecutor::cols() const [56] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector()
  [19] SeqScanExecutor::beginTuple() [225] SeqScanExecutor::is_end() const [234] std::vector<IxIndexHandle*, std::allocator<IxIndexHandle*> >::reserve(unsigned long)
  [47] SeqScanExecutor::load_visible_current() [182] SeqScanExecutor::tupleLen() const [239] std::vector<ColMeta const*, std::allocator<ColMeta const*> >::reserve(unsigned long)
 [285] SeqScanExecutor::Next() [264] UpdateLogRecord::serialize(char*) const [140] std::vector<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::~vector()
 [286] SeqScanExecutor::finish() [166] IndexScanExecutor::cols() const [208] std::vector<std::shared_ptr<ast::BinaryExpr>, std::allocator<std::shared_ptr<ast::BinaryExpr> > >::push_back(std::shared_ptr<ast::BinaryExpr> const&)
  [83] SeqScanExecutor::nextTuple() [183] IndexScanExecutor::is_end() const [37] std::vector<std::shared_ptr<ast::BinaryExpr>, std::allocator<std::shared_ptr<ast::BinaryExpr> > >::~vector()
 [109] SeqScanExecutor::~SeqScanExecutor() [248] IndexScanExecutor::tupleLen() const [199] std::vector<std::shared_ptr<ast::SelectItem>, std::allocator<std::shared_ptr<ast::SelectItem> > >::~vector()
 [257] UpdateLogRecord::~UpdateLogRecord() [226] ProjectionExecutor::cols() const [235] std::vector<std::shared_ptr<ast::Col>, std::allocator<std::shared_ptr<ast::Col> > >::~vector()
  [84] AbstractExecutor::NextBatch(std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > >&, unsigned long) [67] ProjectionExecutor::is_end() const [339] std::vector<std::shared_ptr<ast::Field>, std::allocator<std::shared_ptr<ast::Field> > >::~vector()
  [13] BufferPoolManager::fetch_page(PageId) [152] TransactionManager::HasMvccState() const [216] std::vector<std::shared_ptr<ast::Value>, std::allocator<std::shared_ptr<ast::Value> > >::~vector()
 [149] BufferPoolManager::unpin_page(PageId, bool) [227] TransactionManager::ShouldVersionWrites(Transaction*) const [69] std::vector<std::shared_ptr<ast::TableRef>, std::allocator<std::shared_ptr<ast::TableRef> > >::push_back(std::shared_ptr<ast::TableRef> const&)
 [313] BufferPoolManager::delete_page(PageId) [308] TransactionManager::MakePhysicalInsertKey(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Rid const&) const [240] std::vector<std::shared_ptr<ast::SetClause>, std::allocator<std::shared_ptr<ast::SetClause> > >::~vector()
 [110] BufferPoolManager::new_page_at(PageId) [39] TransactionManager::IsMvccTxn(Transaction*) const [333] std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > >::~vector()
 [310] BufferPoolManager::update_page(BufferPoolManager::Shard&, Page*, PageId, int) [228] NestedLoopJoinExecutor::cols() const [254] void std::vector<std::pair<IxIndexHandle*, std::vector<char, std::allocator<char> > >, std::allocator<std::pair<IxIndexHandle*, std::vector<char, std::allocator<char> > > > >::_M_realloc_append<IxIndexHandle*&, std::vector<char, std::allocator<char> > >(IxIndexHandle*&, std::vector<char, std::allocator<char> >&&)
 [329] BufferPoolManager::flush_all_pages(int) [238] NestedLoopJoinExecutor::is_end() const [186] std::vector<char, std::allocator<char> >::_M_default_append(unsigned long)
 [379] BufferPoolManager::choose_shard_count(unsigned long) [207] IxScan::rid() const [131] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<true>(char const*, unsigned long)
   [7] BufferPoolManager::BufferPoolManager(unsigned long, DiskManager*) [173] IxScan::is_end() const [345] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&)
  [12] IndexScanExecutor::beginTuple() [164] RmScan::rid() const [144] std::__detail::_Map_base<LockDataId, std::pair<LockDataId const, LockManager::LockRequestQueue>, std::allocator<std::pair<LockDataId const, LockManager::LockRequestQueue> >, std::__detail::_Select1st, std::equal_to<LockDataId>, std::hash<LockDataId>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](LockDataId const&)
 [287] IndexScanExecutor::bind_join_key(RmRecord const&, std::vector<ColMeta, std::allocator<ColMeta> > const&) [155] RmScan::is_end() const [274] std::__detail::_Map_base<std::thread::id, std::pair<std::thread::id const, std::deque<Transaction*, std::allocator<Transaction*> > >, std::allocator<std::pair<std::thread::id const, std::deque<Transaction*, std::allocator<Transaction*> > > >, std::__detail::_Select1st, std::equal_to<std::thread::id>, std::hash<std::thread::id>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](std::thread::id&&)
  [30] IndexScanExecutor::advance_to_next_match() [210] LogRecord::serialize(char*) const [68] std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<RmFileHandle, std::default_delete<RmFileHandle> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<RmFileHandle, std::default_delete<RmFileHandle> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::at(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  [73] IndexScanExecutor::rid() [331] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<RmFileHandle, std::default_delete<RmFileHandle> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<RmFileHandle, std::default_delete<RmFileHandle> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_locate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [368] std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<IxIndexHandle, std::default_delete<IxIndexHandle> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<IxIndexHandle, std::default_delete<IxIndexHandle> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [288] IndexScanExecutor::Next() [147] std::_Hashtable<LockDataId, LockDataId, std::allocator<LockDataId>, std::__detail::_Identity, std::equal_to<LockDataId>, std::hash<LockDataId>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<LockDataId, true>*, unsigned long) [65] std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Condition const*, std::allocator<Condition const*> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Condition const*, std::allocator<Condition const*> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [206] IndexScanExecutor::finish() [311] std::_Hashtable<PageId, std::pair<PageId const, int>, std::allocator<std::pair<PageId const, int> >, std::__detail::_Select1st, std::equal_to<PageId>, PageIdHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<PageId const, int>, true>*, unsigned long) [357] std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<RmFileHandle::SharedRecordState> >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<RmFileHandle::SharedRecordState> > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  [48] IndexScanExecutor::NextBatch(std::vector<std::unique_ptr<RmRecord, std::default_delete<RmRecord> >, std::allocator<std::unique_ptr<RmRecord, std::default_delete<RmRecord> > > >&, unsigned long) [314] std::_Hashtable<PageId, std::pair<PageId const, int>, std::allocator<std::pair<PageId const, int> >, std::__detail::_Select1st, std::equal_to<PageId>, PageIdHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_erase(unsigned long, std::__detail::_Hash_node_base*, std::__detail::_Hash_node<std::pair<PageId const, int>, true>*) [340] std::__detail::_Map_base<int, std::pair<int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&)
  [87] IndexScanExecutor::nextTuple() [249] std::_Hashtable<TransactionManager::PhysicalInsertKey, std::pair<TransactionManager::PhysicalInsertKey const, long>, std::allocator<std::pair<TransactionManager::PhysicalInsertKey const, long> >, std::__detail::_Select1st, std::equal_to<TransactionManager::PhysicalInsertKey>, TransactionManager::PhysicalInsertKeyHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<TransactionManager::PhysicalInsertKey const, long>, true>*, unsigned long) [133] void std::_Construct<AggregatePlan, std::shared_ptr<Plan>, std::vector<SelectTerm, std::allocator<SelectTerm> >&, std::vector<AggCall, std::allocator<AggCall> >&, std::vector<TabCol, std::allocator<TabCol> >&, std::vector<AggHavingCond, std::allocator<AggHavingCond> >&>(AggregatePlan*, std::shared_ptr<Plan>&&, std::vector<SelectTerm, std::allocator<SelectTerm> >&, std::vector<AggCall, std::allocator<AggCall> >&, std::vector<TabCol, std::allocator<TabCol> >&, std::vector<AggHavingCond, std::allocator<AggHavingCond> >&)
